"","ecosystem","model","species","year","B","catch","F","isFmsy","isFsq"
"1","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2000,3226.41220008875,4950.12156582,1.54410768996676,NA,1
"2","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2001,7611.36328780391,11881.6999725,1.66074857683303,NA,1
"3","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2002,5747.25150828886,10225.7287420001,1.93128822762932,NA,1
"4","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2003,5280.38018201454,7402.49108703,1.50614888817639,NA,1
"5","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2004,5157.66006652391,7583.0028991,1.5874520817626,NA,1
"6","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2005,6592.40566163079,8260.94769524,1.35156050135177,NA,1
"7","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2006,10198.9256367175,9947.642432477,1.04079347640352,NA,1
"8","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2007,12517.1656788654,13516.4305438,1.14487762232424,NA,1
"9","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2008,5341.42199283556,5383.38766200001,1.05912549101696,NA,1
"10","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2009,4760.19977593925,4653.4736616,1.03181734757291,NA,1
"11","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2010,5051.65160663522,6212.4375206,1.29240334882051,NA,1
"12","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2011,6660.52928978061,10000.53573555,1.60715805608437,NA,1
"13","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2012,7594.66699431436,7755.778718424,1.08831125324364,NA,1
"14","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2013,10192.7107829207,11870.61509,1.40789078651374,NA,1
"15","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2014,10498.0592401084,13105.46101,1.40789078651374,NA,1
"16","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2015,6508.56507285733,9387.016,1.40789078651374,NA,1
"17","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2016,14269.3050120355,13104.422,1.40789078651374,NA,1
"18","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2017,10650.1445400429,16350.6013,1.40789078651374,NA,1
"19","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2018,3962.12268421663,5569.34434,1.40789078651374,NA,1
"20","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2019,2678.94946713073,3586.44514,1.40789078651374,NA,1
"21","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2020,5023.3953229446,6353.3868,1.40789078651374,NA,1
"22","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2021,7100.39538569936,9157.44754,1.40789078651374,NA,1
"23","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2022,5047.65320589714,6847.7989,1.40789078651374,NA,1
"24","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2023,6005.73287508311,7747.87807,1.40789078651374,NA,1
"25","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2024,6058.47613865356,7966.7927,1.40789078651374,NA,1
"26","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2025,5231.10929025248,6939.7117,1.40789078651374,NA,1
"27","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2026,7021.68582840526,9026.77463,1.40789078651374,NA,1
"28","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2027,2954.34647176781,4300.15243,1.40789078651374,NA,1
"29","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2028,1840.37558495081,2447.55009,1.40789078651374,NA,1
"30","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2029,1474.27703148539,1963.83532,1.40789078651374,NA,1
"31","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2030,3840.70819712578,4806.10526,1.40789078651374,NA,1
"32","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2031,5028.74988664212,6524.18376,1.40789078651374,NA,1
"33","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2032,7750.67874704126,9919.7721,1.40789078651374,NA,1
"34","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2033,5730.86866608921,7756.9465,1.40789078651374,NA,1
"35","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2034,3361.43442057321,4596.57275,1.40789078651374,NA,1
"36","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2035,4226.32587374797,5429.16058,1.40789078651374,NA,1
"37","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2036,4534.37001787271,5939.80317,1.40789078651374,NA,1
"38","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2037,4061.86283063309,5376.28513,1.40789078651374,NA,1
"39","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2038,3898.31940211762,5122.11941,1.40789078651374,NA,1
"40","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2039,3223.74555095895,4293.20968,1.40789078651374,NA,1
"41","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2040,2089.7227303094,2839.75336,1.40789078651374,NA,1
"42","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2041,4728.3510373773,5932.51423,1.40789078651374,NA,1
"43","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2042,4211.90645499691,5623.24424,1.40789078651374,NA,1
"44","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2043,2705.12086365991,3677.09675,1.40789078651374,NA,1
"45","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2044,6447.75745388288,8076.88356,1.40789078651374,NA,1
"46","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2045,6309.62680619639,8358.58,1.40789078651374,NA,1
"47","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2000,3226.41220008875,4950.12156582,1.54410768996676,1,NA
"48","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2001,7611.36328780391,11881.6999725,1.66074857683303,1,NA
"49","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2002,5747.25150828886,10225.7287420001,1.93128822762932,1,NA
"50","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2003,5280.38018201454,7402.49108703,1.50614888817639,1,NA
"51","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2004,5157.66006652391,7583.0028991,1.5874520817626,1,NA
"52","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2005,6592.40566163079,8260.94769524,1.35156050135177,1,NA
"53","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2006,10198.9256367175,9947.642432477,1.04079347640352,1,NA
"54","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2007,12517.1656788654,13516.4305438,1.14487762232424,1,NA
"55","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2008,5341.42199283556,5383.38766200001,1.05912549101696,1,NA
"56","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2009,4760.19977593925,4653.4736616,1.03181734757291,1,NA
"57","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2010,5051.65160663522,6212.4375206,1.29240334882051,1,NA
"58","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2011,6660.52928978061,10000.53573555,1.60715805608437,1,NA
"59","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2012,7594.66699431436,7755.778718424,1.08831125324364,1,NA
"60","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2013,10192.7107829207,11870.61509,0.55,1,NA
"61","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2014,10498.0592401084,13105.46101,0.55,1,NA
"62","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2015,6508.56507285733,9387.016,0.55,1,NA
"63","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2016,14269.3050120355,13104.422,0.55,1,NA
"64","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2017,16172.637356561,11376.2185,0.55,1,NA
"65","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2018,13974.4129421533,9556.8668,0.55,1,NA
"66","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2019,10930.5911447905,7611.306,0.55,1,NA
"67","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2020,14201.1064605836,9892.1452,0.55,1,NA
"68","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2021,15384.6032272932,10577.1128,0.55,1,NA
"69","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2022,14627.7532707413,10122.2746,0.55,1,NA
"70","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2023,15819.4774320662,10958.5691,0.55,1,NA
"71","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2024,11351.6523441099,7667.773,0.55,1,NA
"72","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2025,7644.56103813345,5348.3192,0.55,1,NA
"73","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2026,8830.81695037247,6102.9152,0.55,1,NA
"74","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2027,6579.41491077861,4466.3102,0.55,1,NA
"75","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2028,5801.97809257838,4069.14881,0.55,1,NA
"76","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2029,6524.03311444895,4481.477,0.55,1,NA
"77","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2030,7708.07952447777,5382.96352,0.55,1,NA
"78","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2031,10443.4564511257,7244.2771,0.55,1,NA
"79","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2032,12010.8881796045,8306.1725,0.55,1,NA
"80","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2033,14430.6135605834,10031.0574,0.55,1,NA
"81","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2034,14469.2573473372,9928.9519,0.55,1,NA
"82","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2035,11076.9963100859,7605.8241,0.55,1,NA
"83","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2036,11146.4292295054,7767.0563,0.55,1,NA
"84","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2037,11765.6051168216,8090.1348,0.55,1,NA
"85","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2038,9173.35968645828,6286.8373,0.55,1,NA
"86","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2039,9829.01943891742,6873.9548,0.55,1,NA
"87","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2040,12539.014540543,8672.1401,0.55,1,NA
"88","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2041,10114.1916273267,6886.5128,0.55,1,NA
"89","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2042,8429.91359114255,5876.4317,0.55,1,NA
"90","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2043,12370.4408355119,8636.8843,0.55,1,NA
"91","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2044,13772.4120703456,9456.2012,0.55,1,NA
"92","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2045,12167.7425798701,8400.2109,0.55,1,NA
"93","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2000,3226.41220008875,4950.12156582,1.54410768996676,NA,NA
"94","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2001,7611.36328780391,11881.6999725,1.66074857683303,NA,NA
"95","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2002,5747.25150828886,10225.7287420001,1.93128822762932,NA,NA
"96","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2003,5280.38018201454,7402.49108703,1.50614888817639,NA,NA
"97","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2004,5157.66006652391,7583.0028991,1.5874520817626,NA,NA
"98","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2005,6592.40566163079,8260.94769524,1.35156050135177,NA,NA
"99","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2006,10198.9256367175,9947.642432477,1.04079347640352,NA,NA
"100","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2007,12517.1656788654,13516.4305438,1.14487762232424,NA,NA
"101","South Western Waters, Gulf of Cadiz (ICES IXa South)","Gadget","EngraulisEncrasicolus",2008,5341.42199283556,5383.38766200001,1.05912549101696,NA,NA
